parent_global_id,date,year,monitor_names,vernal_pool,transect_name_number,vernal_pool_axis,project_site,total_transect_length,transect_start_time,transect_finish_time,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vernal_pool_zone,quadrat_notes_optional,percent_bare_ground,percent_natural_thatch,percent_mowed_trimmed_thatch,thatch_notes_optional,count_of_native_species,sum_of_native_cover,count_of_non_native_species,sum_of_non_native_cover,count_of_unknown_species,sum_of_unknown_cover,sum_of_thatch,sum_of_other_cover,bare_ground,sum_of_all_cover,x,y
4c68ee62-4ab2-4d87-8582-966c80eea565,2025-07-22,2025,"Camryn, Eli",yes,VP-04,major,north_parcel,32,NA,NA,NA,4,Right,transition,NA,1,68,0,NA,12,69,8,18,0,0,68,11,1,167,-119.883495119354,34.4231023724195
18d8475d-e948-4941-814a-584d7775e125,2025-07-22,2025,"Camryn, Eli",yes,VP-04,major,north_parcel,32,NA,NA,NA,4,Left,bottom,NA,0,86,0,NA,5,103,0,0,0,0,86,14,0,203,-119.883552921641,34.4231582474217
833533d1-ee1a-4bfc-83af-e2d0ebf91284,2025-07-23,2025,"Camryn Takahashi, madison jochum",yes,VP-04,major,north_parcel,NA,16:27:00,NA,NA,20,Left,edge,NA,0,2,98,NA,2,3,5,12,0,0,100,0,0,115,-119.88371055,34.42306289
50800ffd-db4a-4047-ad8e-eb99a1665a0e,2025-07-28,2025,"Camryn Takahashi, Madi Jochum, Olly Johnson",yes,VP-04,major,north_parcel,32,NA,NA,NA,20,Left,edge,NA,0,2,98,NA,3,4,5,9,0,0,100,0,0,113,-119.88378745,34.42308511
a931026b-04b3-4194-bc5b-ef0d1b243d93,2025-07-23,2025,"Camryn Takahashi, madison jochum",yes,VP-04,major,north_parcel,NA,NA,NA,NA,22,Right,edge,NA,0,75,0,NA,5,29,8,16,0,0,75,0,0,120,-119.88372548,34.42311942
6eee3cb4-fa29-49f8-89d9-544dc7368f1f,2025-07-28,2025,"Camryn Takahashi, Madi Jochum, Olly Johnson",no,VP-04,major,north_parcel,32,NA,NA,NA,22,Right,edge,NA,0,3,95,NA,3,9,6,9,0,0,98,0,0,116,-119.88371441,34.42309068
2dad3cea-c5f6-4fbf-b150-00626221df05,2025-08-18,2025,"Madi Jochum, Brooke Thomassen, Camryn Takahashi, Youssef Lawandy",yes,VP-06,major,north_parcel,10,13:18:00,NA,NA,10,Right,edge,NA,94,8,0,NA,7,10,6,34,0,0,8,0,94,146,-119.88363196,34.42369479
591b66f6-7ecc-448e-87a2-b34fcd9d2d23,2025-08-18,2025,"Madi Jochum, Brooke Thomassen, Camryn Takahashi, Youssef Lawandy",yes,VP-06,major,north_parcel,10,13:18:00,NA,NA,10,Right,edge,NA,94,8,0,NA,7,10,6,34,0,0,8,0,94,146,-119.88363196,34.42369479
cff6213f-32f3-4be5-b578-b72f3377638c,2026-07-01,2026,"Camryn, Carolina R",yes,VP-06,major,north_parcel,10,11:28:00,NA,NA,0,Left,edge,NA,8,0,45,NA,7,18,11,33,0,0,45,0,8,104,-119.883516666667,34.42373
c343a6a6-1279-4a92-9edf-959f09b35a37,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,0,Left,edge,NA,1,1,0,NA,6,82,6,19,0,0,1,0,1,103,-119.883520812565,34.4237045658295
378147a9-e724-4e5d-9255-a81859f4e67f,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,0,Left,edge,NA,5,1,0,NA,7,36,3,68,0,0,1,0,5,110,-119.883605873296,34.4236994774172
e00f6a47-a97d-45cb-ae2c-963d40eea4b7,2026-07-01,2026,"Carolina R, Katelyn V",yes,VP-06,major,north_parcel,10,13:45:00,NA,NA,2,Right,edge,NA,5,0,0,NA,3,92,2,2,0,0,0,5,5,104,-119.883576786458,34.4237488074998
44c064bd-af12-4b94-938a-cc663f4e6138,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,2,Right,transition,NA,10,1,0,NA,6,71,5,10,0,0,1,10,10,102,-119.883544278119,34.4237290723503
0efa181f-ca8e-4c8c-9fb6-8316adafed8a,2026-07-01,2026,"Carolina R, Katelyn V",yes,VP-06,major,north_parcel,10,13:57:00,NA,NA,4,Left,bottom,NA,0,0,0,NA,1,100,0,0,0,0,0,3,0,103,-119.883567864043,34.4237106233271
094e092f-3750-4914-b099-32847dc92f3c,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,4,Left,bottom,NA,1,1,0,NA,2,100,0,0,0,0,1,0,1,102,-119.883585735475,34.4237251931864
f46b17d4-a268-43b8-ba76-29742d6931a7,2026-07-01,2026,"Carolina R, Katelyn V",yes,VP-06,major,north_parcel,10,13:57:00,NA,NA,6,Right,transition,NA,0,0,0,NA,2,102,0,0,0,0,0,3,0,105,-119.883559584247,34.4236849739105
a296e844-a14c-4072-8217-93a7134aa966,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,6,Right,transition,NA,6,1,0,NA,4,98,1,1,0,0,1,1,6,107,-119.883610199983,34.423710091698
d9056088-9966-4146-a0d9-e27df8511c19,2026-07-01,2026,"Carolina R, Katelyn V",yes,VP-06,major,north_parcel,10,13:57:00,NA,NA,10,Right,edge,NA,2,0,35,NA,1,1,5,66,0,0,35,0,2,104,-119.883573341799,34.4236532991454
b1e6bfcb-1db2-475d-92d1-6980695eaf74,2026-07-08,2026,"Sabrina f., Katelyn V",yes,VP-06,major,north_parcel,10,13:29:00,NA,NA,10,Right,edge,NA,25,1,55,NA,3,10,4,15,0,0,56,0,25,106,-119.883624805,34.4237103926724
c0ed1341-9650-481d-881f-65e9d76a6b14,2026-06-30,2026,"EthanA, MichaelR",yes,VP-08,major,north_parcel,32,08:58:00,NA,NA,10,Right,bottom,NA,0,0,0,NA,5,127,1,1,0,0,0,2,0,130,-119.88293821,34.42368817
1f255bfc-1700-422f-b280-acbf5b5e340f,2026-06-30,2026,"EthanA, MichaelR",yes,VP-08,major,north_parcel,32,08:58:00,NA,NA,10,Left,bottom,NA,0,0,0,NA,2,97,0,0,0,0,0,4,0,101,-119.88295773,34.42374376
