parent_global_id,date,year,monitor_names,transect_name_number,vernal_pool_axis,project_site,total_transect_length,transect_distance_of_quadrat,side_of_transect_left_or_right,vernal_pool_zone,quadrat_notes_optional,percent_cover,psoc,cover_category,habitat
20026d63-825a-4296-a401-6e6eca798a8d,2021-06-09,2021,"Lauren Weichert, Ethan Anadon",Bioswale-01,NA,north_parcel,40,26,Left,NA,Dudleya lanceolata just outside quadrat,0,Bare Ground,BARE GROUND,NA
44633cf4-4643-4cd1-98cd-45eaf7881007,2021-06-09,2021,"Lauren Weichert, Ethan Anadon",Bioswale-01,NA,north_parcel,40,28,Right,NA,NA,5,Bare Ground,BARE GROUND,NA
f578547f-38b6-4ad3-b5a1-bdb3bdcac21f,2021-06-09,2021,"Lauren Weichert, Ethan Anadon",Bioswale-01,NA,north_parcel,40,30,Left,NA,NA,23,Bare Ground,BARE GROUND,NA
3f934574-db56-4acc-897b-592e3badbc69,2021-06-09,2021,"Lauren Weichert, Ethan Anadon",Bioswale-01,NA,north_parcel,40,32,Right,NA,NA,13,Bare Ground,BARE GROUND,NA
e72e22d1-a7af-43a5-aa7c-6d8ecf15447d,2021-06-09,2021,Lauren Weichert,Bioswale-01,NA,north_parcel,40,4,Left,NA,NA,8,Bare Ground,BARE GROUND,NA
f45830c9-e4b4-4a5b-ad8a-1e9d9e94d111,2021-06-09,2021,Lauren Weichert,Bioswale-01,NA,north_parcel,40,34,Left,NA,NA,18,Bare Ground,BARE GROUND,NA
61465a42-0020-4170-88d5-15aca64841c2,2021-06-09,2021,Lauren Weichert,Bioswale-01,NA,north_parcel,40,36,Right,NA,NA,20,Bare Ground,BARE GROUND,NA
10d52c36-37e8-4773-a0af-ee0b38f8213f,2021-06-09,2021,Lauren Weichert,Bioswale-01,NA,north_parcel,40,38,Left,NA,NA,27,Bare Ground,BARE GROUND,NA
44c1e8d3-82c9-444d-adcb-304db68b52b9,2021-06-09,2021,Lauren Weichert,Bioswale-01,NA,north_parcel,40,40,Right,NA,NA,19,Bare Ground,BARE GROUND,NA
ed89567b-2f2c-4d5b-ba03-5fb0471f614b,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,0,Left,NA,Phalaris lemonii nearby,0,Bare Ground,BARE GROUND,NA
12acbd0a-4280-4794-8f42-cc4396ef43ab,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,2,Right,NA,Phalaris lemonii nearby,0,Bare Ground,BARE GROUND,NA
0340e0ea-579f-4310-8ee5-58b97c20074b,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,4,Left,NA,NA,5,Bare Ground,BARE GROUND,NA
11268b92-0eaa-4bd2-aac5-5dfa6af5c3d6,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,6,Right,NA,NA,10,Bare Ground,BARE GROUND,NA
26c417c2-5191-45bf-b7ef-38c6d22bd0e4,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,8,Left,NA,NA,3,Bare Ground,BARE GROUND,NA
3eb8d51f-b193-491e-b399-c8ce385459d4,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,10,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
90f804a1-b524-4a9f-8b62-c71d24fc38d1,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,12,Left,NA,NA,0,Bare Ground,BARE GROUND,NA
27e54dbe-7296-4fb1-a59b-ddd28a8bba6c,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,14,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
0d29ddb6-9151-4972-91b9-3097cc561541,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,16,Left,NA,NA,0,Bare Ground,BARE GROUND,NA
b4f493fa-8448-4a5c-9b33-96d1e2c4267f,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,18,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
f215228f-a778-4ae5-865b-5d3f5ccf1ec0,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,20,Left,NA,NA,50,Bare Ground,BARE GROUND,NA
333c4fdf-0ef4-4463-a952-b81489a613fa,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,22,Right,NA,NA,60,Bare Ground,BARE GROUND,NA
4c7ef8dd-3124-40d6-8592-874f145545e2,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,24,Left,NA,NA,20,Bare Ground,BARE GROUND,NA
4d094345-b25b-490a-9aa5-dee64a0012a4,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,26,Right,NA,NA,48,Bare Ground,BARE GROUND,NA
23d5c817-dd36-45e0-9327-cae4c9586fc5,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,28,Left,NA,NA,43,Bare Ground,BARE GROUND,NA
f1b7448c-8c01-4788-ac8b-659d902186e3,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,30,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
0217b45b-5af7-4d16-83a7-7900965cb4b8,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,32,Left,NA,NA,30,Bare Ground,BARE GROUND,NA
1a079967-fe83-4dcf-9008-86727573262b,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,34,Right,NA,NA,12,Bare Ground,BARE GROUND,NA
71e2426a-4392-43ed-8ae0-d11378c0f926,2021-06-15,2021,Lauren Weichert,Wetland-04,NA,north_parcel,36,36,Left,NA,NA,11,Bare Ground,BARE GROUND,NA
bac22aa2-04d6-403d-b865-4ac9d1228372,2021-06-17,2021,Lauren Weichert,VP-VP 6,major,north_parcel,10,0,Left,edge,NA,65,Bare Ground,BARE GROUND,Vernal Pool
032ca2e2-dac6-40bf-8006-11410da1ba3a,2021-06-17,2021,Lauren Weichert,VP-VP 6,major,north_parcel,10,2,Right,transition,NA,70,Bare Ground,BARE GROUND,Vernal Pool
d357a224-862a-43da-8636-baa0d39f42ad,2021-06-17,2021,Lauren Weichert,VP-VP 6,major,north_parcel,10,4,Left,bottom,Water level gauge at 5 m on right side,1,Bare Ground,BARE GROUND,Vernal Pool
5b6663ec-992e-4fa2-aeab-442a1d7fd7c7,2021-06-17,2021,Lauren Weichert,VP-VP 6,major,north_parcel,10,6,Right,bottom,Just barely missing Eryngium vaseyi,10,Bare Ground,BARE GROUND,Vernal Pool
ceb428f4-da12-4d17-82a9-c581eeecf37f,2021-06-17,2021,Lauren Weichert & Elizabeth,VP-VP 6,major,north_parcel,10,8,Left,transition,NA,60,Bare Ground,BARE GROUND,Vernal Pool
dbef698a-c323-414f-bd1c-c323bd704878,2021-06-17,2021,Lauren Weichert and Elizabeth,VP-VP 6,major,north_parcel,10,10,Right,edge,NA,85,Bare Ground,BARE GROUND,Vernal Pool
8dd0aadb-1189-4a3d-aa3e-3d67f8b7552d,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,0,Left,NA,NA,3,Bare Ground,BARE GROUND,NA
cbaaba12-241b-4a9e-a317-67e6d9e7e2cd,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,2,Right,NA,NA,70,Bare Ground,BARE GROUND,NA
63329c87-d2e5-485f-9a37-7cc68daed614,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,4,Left,NA,NA,25,Bare Ground,BARE GROUND,NA
c6d62cb3-8de4-430f-b4f7-3e6d6113e8b1,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,6,Right,NA,NA,28,Bare Ground,BARE GROUND,NA
4d624a14-9834-4eb2-a8be-7a7cb8fbed47,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,8,Left,NA,NA,25,Bare Ground,BARE GROUND,NA
8be37354-fd92-49b3-a44b-d3999532f9a4,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,10,Right,NA,NA,6,Bare Ground,BARE GROUND,NA
57da7997-a8a0-4061-9572-8a24afeed828,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,12,Left,NA,NA,18,Bare Ground,BARE GROUND,NA
77cebefc-46e8-4bce-8908-cbc7a9591902,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,14,Right,NA,NA,25,Bare Ground,BARE GROUND,NA
9bf0f653-88dd-43a7-9bfa-409fa4ee7202,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,16,Left,NA,NA,25,Bare Ground,BARE GROUND,NA
82ec138d-81d0-415e-9f52-eea325bf6ba0,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,18,Right,NA,NA,8,Bare Ground,BARE GROUND,NA
b86f16a2-53ec-451c-8b3a-5191c2255457,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,20,Left,NA,NA,12,Bare Ground,BARE GROUND,NA
83689850-4d8f-42f4-97ab-92593c34514c,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,22,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
97968f0b-aba5-4b1e-a6b3-669d95a8f767,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,24,Left,NA,NA,0,Bare Ground,BARE GROUND,NA
406c890c-4304-480d-b3a8-aad97d89ce5d,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,26,Right,NA,NA,3,Bare Ground,BARE GROUND,NA
d4f358e2-4585-4c52-9a45-41793df41bfe,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,28,Left,NA,NA,5,Bare Ground,BARE GROUND,NA
b7dc01b5-829a-44c9-ab2e-eb5010ddac19,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,30,Right,NA,NA,2,Bare Ground,BARE GROUND,NA
62f2fef1-d67e-43d9-893c-a9988fc6c63f,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,32,Left,NA,NA,30,Bare Ground,BARE GROUND,NA
a1aa432d-2808-40ae-8ae0-9df30d3398b8,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,34,Right,NA,NA,27,Bare Ground,BARE GROUND,NA
fa9650c9-286b-4695-88af-ccfe8b760694,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,36,Left,NA,NA,40,Bare Ground,BARE GROUND,NA
e48b3d98-dd76-4769-931e-bf2746d69d28,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,38,Right,NA,NA,1,Bare Ground,BARE GROUND,NA
7bd1ebed-843b-426d-b606-d1c7a5f13f2f,2021-06-21,2021,"Lauren, jackson",Upland-01,NA,north_parcel,40,40,Left,NA,NA,47,Bare Ground,BARE GROUND,NA
b20cbb29-05fa-41fb-948e-89fe98dd858b,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,0,Left,edge,NA,60,Bare Ground,BARE GROUND,Vernal Pool
0585da83-9c30-48e5-81e5-6b69be87368b,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,2,Right,transition,NA,25,Bare Ground,BARE GROUND,Vernal Pool
a785bcd9-ba36-4189-aabb-d657d9ce5afd,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,4,Left,bottom,NA,10,Bare Ground,BARE GROUND,Vernal Pool
eb541340-7baa-4392-8f45-6b7625150318,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,6,Right,bottom,NA,20,Bare Ground,BARE GROUND,Vernal Pool
6aa9fb62-ea76-4f51-8733-46c3bafe823d,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,8,Left,bottom,NA,25,Bare Ground,BARE GROUND,Vernal Pool
d97d9343-e1de-45b2-8c95-6598ec7be031,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,10,Right,bottom,NA,7,Bare Ground,BARE GROUND,Vernal Pool
cb1ba245-36ab-4b8b-9f72-f3e011d06192,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,12,Left,bottom,NA,5,Bare Ground,BARE GROUND,Vernal Pool
3c429f01-c8ff-412b-bac8-bf490cc337be,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,14,Right,bottom,NA,20,Bare Ground,BARE GROUND,Vernal Pool
2a13a355-0acc-4af6-8ce4-681752a4cbef,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,16,Left,bottom,NA,40,Bare Ground,BARE GROUND,Vernal Pool
3e67f461-0a41-4f67-a827-fb9f5a452bdb,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,18,Right,bottom,NA,20,Bare Ground,BARE GROUND,Vernal Pool
999f4434-aa27-4318-a24d-85db78f8895c,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,20,Left,transition,NA,20,Bare Ground,BARE GROUND,Vernal Pool
1c0ad6cb-58c3-4bb7-8686-99fa78bed94a,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,22,Right,transition,NA,50,Bare Ground,BARE GROUND,Vernal Pool
34174af8-10ac-4067-ae65-56aed9c54588,2021-06-21,2021,"Lauren, jackson",VP-07,major,north_parcel,26,24,Left,transition,NA,63,Bare Ground,BARE GROUND,Vernal Pool
2afa0415-5f38-443d-be53-78a056490ede,2021-06-21,2021,Lauren,VP-07,major,north_parcel,26,26,Right,edge,Dudleya lanceolata nearby,50,Bare Ground,BARE GROUND,Vernal Pool
54aa3eaa-abf1-4006-a304-0ba5d2ed3f96,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,0,Left,edge,NA,2,Bare Ground,BARE GROUND,Vernal Pool
0b2d5721-2df2-4061-87fd-40577b011643,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,2,Right,transition,NA,50,Bare Ground,BARE GROUND,Vernal Pool
c62c39d1-12d1-4a6f-81fe-6c4c12010616,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,4,Left,NA,NA,22,Bare Ground,BARE GROUND,Vernal Pool
14671510-1810-453c-87f4-ddd69a333cc9,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,6,Right,bottom,NA,9,Bare Ground,BARE GROUND,Vernal Pool
df01ece7-12de-4f1f-bff7-3607aa4f4394,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,8,Left,bottom,NA,36,Bare Ground,BARE GROUND,Vernal Pool
b110c97f-0dc9-4c06-9be7-3dcfca7e3ee0,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,10,Right,NA,NA,7,Bare Ground,BARE GROUND,Vernal Pool
2605bb59-ec04-4d6b-9170-95c9e3a82e51,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,12,Left,transition,NA,27,Bare Ground,BARE GROUND,Vernal Pool
849b540f-0e27-402e-baf7-d702b91d6928,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,14,Right,transition,NA,25,Bare Ground,BARE GROUND,Vernal Pool
611e2efa-eb88-4601-991d-4f30ef871896,2021-06-22,2021,"Ethan A., Lauren W.",VP-9,major,north_parcel,16,16,Left,NA,NA,34,Bare Ground,BARE GROUND,Vernal Pool
4eaa38fd-f882-4da9-8c35-86488cd163be,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,0,Left,edge,NA,0,Bare Ground,BARE GROUND,Vernal Pool
c2096797-b4e5-4a89-8ce7-19bf27853e7b,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,2,Right,transition,Large eryngium patches just outside quadrat,0,Bare Ground,BARE GROUND,Vernal Pool
7aff0848-6243-4a6e-b7d0-b0bfba7d4374,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,4,Left,transition,NA,9,Bare Ground,BARE GROUND,Vernal Pool
105f56ee-5881-4d39-a827-308d2a004502,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,6,Right,bottom,NA,0,Bare Ground,BARE GROUND,Vernal Pool
a3b76a7d-8ffa-4e59-b461-c0ccc4e2a57e,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,8,Left,bottom,NA,2,Bare Ground,BARE GROUND,Vernal Pool
98198b5e-0212-468e-a836-0bb08c15ddad,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,10,Right,NA,NA,4,Bare Ground,BARE GROUND,Vernal Pool
25ca417d-23a1-4937-8bb2-ce9e5164e46b,2021-06-22,2021,"Ryan L., Ethan A.",Upland-02,NA,north_parcel,36,0,Left,NA,NA,1,Bare Ground,BARE GROUND,NA
d6d0f715-1d98-4e09-b90d-9983a344cccd,2021-06-22,2021,"Ryan L., Ethan A.",Upland-02,NA,north_parcel,36,2,Right,NA,NA,3,Bare Ground,BARE GROUND,NA
73a758b8-77b0-4914-871e-a28b8154e3d9,2021-06-22,2021,"Ryan L., Ethan A.",Upland-02,NA,north_parcel,36,4,Left,NA,NA,1,Bare Ground,BARE GROUND,NA
29a1e045-9758-4442-b858-31426225e413,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,10,Right,NA,NA,4,Bare Ground,BARE GROUND,Vernal Pool
5c36de9e-e9b7-4c2e-b368-7c15728e73f8,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,12,Left,bottom,Frankenia salina patch just outside quadrat,7,Bare Ground,BARE GROUND,Vernal Pool
4d88ba61-5335-41e8-95c9-c2dcd76b7144,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,14,Right,bottom,NA,11,Bare Ground,BARE GROUND,Vernal Pool
b21e5bc3-6378-45e3-ba62-2f7ee3628598,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,16,Left,bottom,On mound in vernal pool bottom,1,Bare Ground,BARE GROUND,Vernal Pool
d419f406-99f1-498a-ab88-8beb6a149fde,2021-06-22,2021,"Ethan A., Lauren W.",VP-14,major,north_parcel,28,18,Right,bottom,"On mound, water guage 3m to the left",1,Bare Ground,BARE GROUND,Vernal Pool
4170f0f5-1438-479c-9c49-978bfd2ac238,2021-06-22,2021,"Lauren W., Wayne",VP-VP 14,major,north_parcel,28,20,Left,bottom,NA,55,Bare Ground,BARE GROUND,Vernal Pool
10611794-7dd7-4eec-8462-f030096364d4,2021-06-22,2021,"Lauren W., Wayne",VP-VP 14,major,north_parcel,28,22,Right,bottom,NA,34,Bare Ground,BARE GROUND,Vernal Pool
d594c1e2-42ba-4941-8c73-594d5b7d014e,2021-06-22,2021,"Lauren W., Wayne",VP-VP 14,major,north_parcel,28,24,Left,bottom,NA,3,Bare Ground,BARE GROUND,Vernal Pool
72259370-0389-4754-8f16-6552db0c4764,2021-06-22,2021,"Lauren W., Wayne",VP-VP 14,major,north_parcel,28,26,Right,transition,Croton setiger in vp nearby,2,Bare Ground,BARE GROUND,Vernal Pool
24a7fc1f-ded0-4d85-9080-58d0be032c62,2021-06-22,2021,"Lauren W., Wayne",VP-VP 14,major,north_parcel,28,28,Left,edge,NA,3,Bare Ground,BARE GROUND,Vernal Pool
71b31d54-3cf4-4d30-90ef-cb0b98bfc91b,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,0,Left,NA,NA,22,Bare Ground,BARE GROUND,NA
0f69a3ec-e981-4ca5-bb59-28ee9c5f8ec2,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,2,Right,NA,NA,6,Bare Ground,BARE GROUND,NA
d26cdbab-a31b-4ecd-acc4-0d7becb9cd45,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,4,Left,NA,NA,20,Bare Ground,BARE GROUND,NA
88af9a71-db24-4868-b775-eed871485dd1,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,6,Right,NA,NA,13,Bare Ground,BARE GROUND,NA
af124fa5-a086-4613-a0ca-715fee777db5,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,8,Left,NA,NA,25,Bare Ground,BARE GROUND,NA
1648de04-09f1-4667-8b8a-b5305bbf7bd9,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,10,Right,NA,NA,10,Bare Ground,BARE GROUND,NA
db94b6f6-7532-4f8f-9aef-a66b0a2c0fc4,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,12,Left,NA,NA,13,Bare Ground,BARE GROUND,NA
a9f8f83b-ec42-47ec-a235-81cba9a82076,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,14,Right,NA,NA,25,Bare Ground,BARE GROUND,NA
f05b30f3-feda-4e34-b35a-9a933a5109af,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,16,Left,NA,NA,30,Bare Ground,BARE GROUND,NA
4eed7f22-0df8-408f-8032-93a4f2f7e5c5,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,18,Right,NA,NA,15,Bare Ground,BARE GROUND,NA
5c8e1e90-5d62-47a9-89a3-820dc4fc969a,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,20,Left,NA,NA,20,Bare Ground,BARE GROUND,NA
be8a0e5c-32d6-46ca-a4ba-25873439fba2,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,22,Right,NA,NA,4,Bare Ground,BARE GROUND,NA
af39395a-ee83-4983-bf26-89341aae7369,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,24,Left,NA,NA,0,Bare Ground,BARE GROUND,NA
6ef2f525-629f-4a6c-808b-4c8513137e0b,2021-06-22,2021,"Lauren W., Wayne",Wetland-03,NA,north_parcel,36,26,Right,NA,NA,0,Bare Ground,BARE GROUND,NA
