Species,Cover,Transect,Cover type,Year
Asclepias_fascicularis,2,Up1,Native,2023
Sisyrinchium_bellum,1,Up1,Native,2023
Stipa_pulchra,3,Up1,Native,2023
Lupinus_succulentus,16,Up1,Native,2023
Stipa_pulchra,1,Up1,Native,2023
Erigeron_canadensis,1,Up1,Native,2023
Stipa_pulchra,7,Up1,Native,2023
Elymus_condensatus,1,Up1,Native,2023
Eriophyllum_confertiflorum,1,Up1,Native,2023
Erigeron_canadensis,1,Up1,Native,2023
Heterotheca_grandiflora,1,Up1,Native,2023
Lupinus_succulentus,2,Up1,Native,2023
Heterotheca_grandiflora,1,Up1,Native,2023
Stipa_pulchra,6,Up1,Native,2023
Erigeron_canadensis,1,Up1,Native,2023
Stipa_pulchra,30,Up1,Native,2023
Asclepias_fascicularis,2,Up1,Native,2023
Ambrosia_psilostachya,1,Up1,Native,2023
Stipa_pulchra,1,Up1,Native,2023
Lupinus_succulentus,6,Up1,Native,2023
Asclepias_fascicularis,1,Up1,Native,2023
Stipa_pulchra,3,Up1,Native,2023
Corethrogyne_filaginifolia,15,Up1,Native,2023
Asclepias_fascicularis,1,Up1,Native,2023
Ambrosia_psilostachya,3,Up1,Native,2023
Lupinus_succulentus,7,Up1,Native,2023
Stipa_pulchra,1,Up1,Native,2023
Sisyrinchium_bellum,1,Up1,Native,2023
Stipa_pulchra,20,Up1,Native,2023
Asclepias_fascicularis,6,Up1,Native,2023
Trifolium_repens,17,Up1,Exotic,2023
Melilotus_indicus,10,Up1,Exotic,2023
Trifolium_repens,4,Up1,Exotic,2023
Festuca_perennis,5,Up1,Exotic,2023
Festuca_perennis,9,Up1,Exotic,2023
Medicago_polymorpha,4,Up1,Exotic,2023
Hypochaeris_glabra,1,Up1,Exotic,2023
Festuca_perennis,2,Up1,Exotic,2023
Bromus_diandrus,1,Up1,Exotic,2023
Bromus_hordeaceus,1,Up1,Exotic,2023
Centaurium_tenuiflorum,1,Up1,Exotic,2023
Sonchus_asper,1,Up1,Exotic,2023
Medicago_polymorpha,15,Up1,Exotic,2023
Convolvulus_arvensis,1,Up1,Exotic,2023
Sonchus_oleraceus,1,Up1,Exotic,2023
Trifolium_repens,3,Up1,Exotic,2023
Malva_parviflora,1,Up1,Exotic,2023
Festuca_perennis,25,Up1,Exotic,2023
Festuca_myuros,1,Up1,Exotic,2023
Centaurium_tenuiflorum,1,Up1,Exotic,2023
Medicago_polymorpha,1,Up1,Exotic,2023
Melilotus_indicus,3,Up1,Exotic,2023
Festuca_perennis,10,Up1,Exotic,2023
Trifolium_repens,2,Up1,Exotic,2023
Plantago_lanceolata,3,Up1,Exotic,2023
Lactuca_serriola,1,Up1,Exotic,2023
Atriplex_semibaccata,2,Up1,Exotic,2023
Lactuca_serriola,1,Up1,Exotic,2023
Sonchus_asper,1,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Festuca_perennis,1,Up1,Exotic,2023
Centaurium_tenuiflorum,1,Up1,Exotic,2023
Centaurium_tenuiflorum,5,Up1,Exotic,2023
Festuca_perennis,20,Up1,Exotic,2023
Melilotus_indicus,5,Up1,Exotic,2023
Bromus_hordeaceus,2,Up1,Exotic,2023
Medicago_polymorpha,2,Up1,Exotic,2023
Lythrum_hyssopifolia,1,Up1,Exotic,2023
Bromus_diandrus,1,Up1,Exotic,2023
Trifolium_repens,1,Up1,Exotic,2023
Trifolium_repens,30,Up1,Exotic,2023
Bromus_hordeaceus,5,Up1,Exotic,2023
Festuca_perennis,30,Up1,Exotic,2023
Melilotus_indicus,1,Up1,Exotic,2023
Centaurium_tenuiflorum,1,Up1,Exotic,2023
Centaurium_tenuiflorum,11,Up1,Exotic,2023
Festuca_perennis,35,Up1,Exotic,2023
Medicago_polymorpha,10,Up1,Exotic,2023
Helminthotheca_echioides,2,Up1,Exotic,2023
Lactuca_serriola,1,Up1,Exotic,2023
Festuca_myuros,1,Up1,Exotic,2023
Sonchus_oleraceus,1,Up1,Exotic,2023
Centaurium_tenuiflorum,12,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Bromus_hordeaceus,2,Up1,Exotic,2023
Sonchus_oleraceus,1,Up1,Exotic,2023
Festuca_perennis,3,Up1,Exotic,2023
Trifolium_repens,1,Up1,Exotic,2023
Lactuca_serriola,1,Up1,Exotic,2023
Medicago_polymorpha,3,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Hypochaeris_glabra,5,Up1,Exotic,2023
Centaurium_tenuiflorum,18,Up1,Exotic,2023
Festuca_perennis,30,Up1,Exotic,2023
Festuca_perennis,55,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Bromus_hordeaceus,20,Up1,Exotic,2023
Medicago_polymorpha,10,Up1,Exotic,2023
Convolvulus_arvensis,1,Up1,Exotic,2023
Festuca_perennis,65,Up1,Exotic,2023
Trifolium_repens,4,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Festuca_perennis,1,Up1,Exotic,2023
Lactuca_serriola,1,Up1,Exotic,2023
Bromus_hordeaceus,3,Up1,Exotic,2023
Festuca_perennis,9,Up1,Exotic,2023
Medicago_polymorpha,4,Up1,Exotic,2023
Hypochaeris_glabra,1,Up1,Exotic,2023
Festuca_perennis,70,Up1,Exotic,2023
Centaurium_tenuiflorum,7,Up1,Exotic,2023
Bromus_hordeaceus,10,Up1,Exotic,2023
Festuca_perennis,70,Up1,Exotic,2023
Bromus_hordeaceus,10,Up1,Exotic,2023
Sonchus_oleraceus,1,Up1,Exotic,2023
Medicago_polymorpha,4,Up1,Exotic,2023
Trifolium_repens,6,Up1,Exotic,2023
Festuca_perennis,75,Up1,Exotic,2023
Hypochaeris_glabra,2,Up1,Exotic,2023
Medicago_polymorpha,8,Up1,Exotic,2023
Trifolium_repens,18,Up1,Exotic,2023
Plantago_lanceolata,1,Up1,Exotic,2023
Bromus_hordeaceus,4,Up1,Exotic,2023
Festuca_perennis,8,Up1,Exotic,2023
Hypochaeris_glabra,1,Up1,Exotic,2023
Convolvulus_arvensis,1,Up1,Exotic,2023
Festuca_myuros,1,Up1,Exotic,2023
Helminthotheca_echioides,1,Up1,Exotic,2023
Centaurium_tenuiflorum,3,Up1,Exotic,2023
Festuca_perennis,10,Up1,Exotic,2023
Bare Ground,18,Up1,Other,2023
Natural Thatch,1,Up1,Other,2023
Mowed Thatch,1481,Up1,Other,2023
Stipa_pulchra,35,Up2,Native,2023
Stipa_pulchra,25,Up2,Native,2023
Heterotheca_grandiflora,1,Up2,Native,2023
Elymus_condensatus,10,Up2,Native,2023
Stipa_pulchra,40,Up2,Native,2023
Erigeron_canadensis,1,Up2,Native,2023
Deinandra_fasciculata,1,Up2,Native,2023
Centromadia_parryi_australis,1,Up2,Native,2023
Baccharis_pilularis,1,Up2,Native,2023
Stipa_pulchra,11,Up2,Native,2023
Stipa_pulchra,30,Up2,Native,2023
Asclepias_fascicularis,2,Up2,Native,2023
Stipa_pulchra,3,Up2,Native,2023
Stipa_pulchra,50,Up2,Native,2023
Epilobium_canum,1,Up2,Native,2023
Stipa_pulchra,25,Up2,Native,2023
Stipa_pulchra,45,Up2,Native,2023
Deinandra_fasciculata,20,Up2,Native,2023
Stipa_pulchra,70,Up2,Native,2023
Stipa_pulchra,15,Up2,Native,2023
Stipa_pulchra,50,Up2,Native,2023
Deinandra_fasciculata,1,Up2,Native,2023
Spergularia_marina,1,Up2,Native,2023
Stipa_pulchra,9,Up2,Native,2023
Corethrogyne_filaginifolia,3,Up2,Native,2023
Asclepias_fascicularis,10,Up2,Native,2023
Deinandra_fasciculata,4,Up2,Native,2023
Epilobium_canum,6,Up2,Native,2023
Stipa_pulchra,8,Up2,Native,2023
Stipa_pulchra,55,Up2,Native,2023
Corethrogyne_filaginifolia,1,Up2,Native,2023
Stipa_pulchra,20,Up2,Native,2023
Epilobium_brachycarpum,1,Up2,Native,2023
Deinandra_fasciculata,35,Up2,Native,2023
Asclepias_fascicularis,5,Up2,Native,2023
Centromadia_parryi_australis,1,Up2,Native,2023
Vicia_sativa,10,Up2,Exotic,2023
Medicago_polymorpha,3,Up2,Exotic,2023
Amaranthus_albus,8,Up2,Exotic,2023
Helminthotheca_echioides,5,Up2,Exotic,2023
Avena_fatua,2,Up2,Exotic,2023
Centaurium_tenuiflorum,1,Up2,Exotic,2023
Lactuca_serriola,1,Up2,Exotic,2023
Bromus_diandrus,1,Up2,Exotic,2023
Lactuca_serriola,1,Up2,Exotic,2023
Helminthotheca_echioides,5,Up2,Exotic,2023
Centaurium_tenuiflorum,25,Up2,Exotic,2023
Bromus_diandrus,1,Up2,Exotic,2023
Sonchus_asper,1,Up2,Exotic,2023
Hypochaeris_glabra,1,Up2,Exotic,2023
Melilotus_indicus,12,Up2,Exotic,2023
Bromus_diandrus,2,Up2,Exotic,2023
Avena_fatua,1,Up2,Exotic,2023
Vicia_sativa,7,Up2,Exotic,2023
Helminthotheca_echioides,10,Up2,Exotic,2023
Hypochaeris_glabra,3,Up2,Exotic,2023
Centaurium_tenuiflorum,1,Up2,Exotic,2023
Avena_fatua,7,Up2,Exotic,2023
Medicago_polymorpha,7,Up2,Exotic,2023
Centaurium_tenuiflorum,30,Up2,Exotic,2023
Avena_fatua,2,Up2,Exotic,2023
Bromus_hordeaceus,4,Up2,Exotic,2023
Bromus_diandrus,1,Up2,Exotic,2023
Bromus_diandrus,2,Up2,Exotic,2023
Vicia_sativa,25,Up2,Exotic,2023
Avena_fatua,2,Up2,Exotic,2023
Helminthotheca_echioides,1,Up2,Exotic,2023
Centaurium_tenuiflorum,1,Up2,Exotic,2023
Melilotus_indicus,4,Up2,Exotic,2023
Medicago_polymorpha,1,Up2,Exotic,2023
Centaurium_tenuiflorum,6,Up2,Exotic,2023
Helminthotheca_echioides,2,Up2,Exotic,2023
Vicia_sativa,10,Up2,Exotic,2023
Helminthotheca_echioides,3,Up2,Exotic,2023
Lactuca_serriola,1,Up2,Exotic,2023
Avena_fatua,10,Up2,Exotic,2023
Helminthotheca_echioides,1,Up2,Exotic,2023
Bromus_hordeaceus,2,Up2,Exotic,2023
Avena_fatua,15,Up2,Exotic,2023
Bromus_diandrus,3,Up2,Exotic,2023
Centaurium_tenuiflorum,30,Up2,Exotic,2023
Bromus_hordeaceus,10,Up2,Exotic,2023
Hypochaeris_glabra,2,Up2,Exotic,2023
Avena_barbata,12,Up2,Exotic,2023
Festuca_perennis,1,Up2,Exotic,2023
Plantago_lanceolata,2,Up2,Exotic,2023
Vicia_sativa,2,Up2,Exotic,2023
Melilotus_indicus,3,Up2,Exotic,2023
Centaurium_tenuiflorum,7,Up2,Exotic,2023
Helminthotheca_echioides,1,Up2,Exotic,2023
Bromus_hordeaceus,12,Up2,Exotic,2023
Festuca_perennis,1,Up2,Exotic,2023
Medicago_polymorpha,2,Up2,Exotic,2023
Bromus_diandrus,1,Up2,Exotic,2023
Melilotus_albus,4,Up2,Exotic,2023
Centaurium_tenuiflorum,2,Up2,Exotic,2023
Helminthotheca_echioides,4,Up2,Exotic,2023
Avena_fatua,1,Up2,Exotic,2023
Bromus_diandrus,1,Up2,Exotic,2023
Helminthotheca_echioides,1,Up2,Exotic,2023
Centaurium_tenuiflorum,4,Up2,Exotic,2023
Melilotus_indicus,3,Up2,Exotic,2023
Centaurium_tenuiflorum,25,Up2,Exotic,2023
Helminthotheca_echioides,1,Up2,Exotic,2023
Bromus_hordeaceus,12,Up2,Exotic,2023
Sonchus_oleraceus,1,Up2,Exotic,2023
Vicia_sativa,11,Up2,Exotic,2023
Festuca_perennis,1,Up2,Exotic,2023
Melilotus_albus,3,Up2,Exotic,2023
Centaurium_tenuiflorum,25,Up2,Exotic,2023
Festuca_perennis,1,Up2,Exotic,2023
Avena_fatua,0,Up2,Exotic,2023
Avena_fatua,20,Up2,Exotic,2023
Bromus_hordeaceus,6,Up2,Exotic,2023
Vicia_sativa,12,Up2,Exotic,2023
Lactuca_serriola,1,Up2,Exotic,2023
Bromus_diandrus,3,Up2,Exotic,2023
Helminthotheca_echioides,3,Up2,Exotic,2023
Vicia_sativa,12,Up2,Exotic,2023
Bromus_hordeaceus,10,Up2,Exotic,2023
Medicago_polymorpha,9,Up2,Exotic,2023
Avena_fatua,20,Up2,Exotic,2023
Bromus_diandrus,3,Up2,Exotic,2023
Bare Ground,0,Up2,Other,2023
Natural Thatch,3,Up2,Other,2023
Mowed Thatch,913,Up2,Other,2023
Juncus_phaeocephalus,75,Wet1,Native,2023
Eleocharis_macrostachya,2,Wet1,Native,2023
Eryngium_vaseyi,3,Wet1,Native,2023
Eleocharis_macrostachya,6,Wet1,Native,2023
Plagiobothrys_undulatus,1,Wet1,Native,2023
Psilocarphus_brevissimus,10,Wet1,Native,2023
Juncus_patens,23,Wet1,Native,2023
Asclepias_fascicularis,1,Wet1,Native,2023
Juncus_phaeocephalus,1,Wet1,Native,2023
Crassula_aquatica,3,Wet1,Native,2023
Juncus_phaeocephalus,65,Wet1,Native,2023
Psilocarphus_brevissimus,7,Wet1,Native,2023
Eleocharis_macrostachya,7,Wet1,Native,2023
Crassula_aquatica,5,Wet1,Native,2023
Eryngium_vaseyi,3,Wet1,Native,2023
Juncus_patens,45,Wet1,Native,2023
Juncus_phaeocephalus,25,Wet1,Native,2023
Psilocarphus_brevissimus,1,Wet1,Native,2023
Eryngium_vaseyi,2,Wet1,Native,2023
Crassula_aquatica,10,Wet1,Native,2023
Plagiobothrys_undulatus,1,Wet1,Native,2023
Juncus_phaeocephalus,95,Wet1,Native,2023
Distichlis_spicata,1,Wet1,Native,2023
Eleocharis_macrostachya,1,Wet1,Native,2023
Juncus_phaeocephalus,100,Wet1,Native,2023
Eryngium_vaseyi,7,Wet1,Native,2023
Juncus_phaeocephalus,75,Wet1,Native,2023
Eleocharis_macrostachya,10,Wet1,Native,2023
Psilocarphus_brevissimus,1,Wet1,Native,2023
Crassula_aquatica,2,Wet1,Native,2023
Distichlis_spicata,1,Wet1,Native,2023
Plagiobothrys_undulatus,2,Wet1,Native,2023
Juncus_phaeocephalus,88,Wet1,Native,2023
Eleocharis_macrostachya,3,Wet1,Native,2023
Eryngium_vaseyi,1,Wet1,Native,2023
Juncus_patens,35,Wet1,Native,2023
Juncus_phaeocephalus,20,Wet1,Native,2023
Eleocharis_macrostachya,1,Wet1,Native,2023
rumex_salicifolius,1,Wet1,Native,2023
Psilocarphus_brevissimus,2,Wet1,Native,2023
Erigeron_canadensis,1,Wet1,Native,2023
Eleocharis_macrostachya,40,Wet1,Native,2023
Eryngium_vaseyi,15,Wet1,Native,2023
Plagiobothrys_undulatus,35,Wet1,Native,2023
Psilocarphus_brevissimus,1,Wet1,Native,2023
Crassula_aquatica,15,Wet1,Native,2023
Psilocarphus_brevissimus,3,Wet1,Native,2023
Eryngium_vaseyi,5,Wet1,Native,2023
Eleocharis_macrostachya,20,Wet1,Native,2023
Juncus_phaeocephalus,55,Wet1,Native,2023
Plagiobothrys_undulatus,10,Wet1,Native,2023
Crassula_aquatica,2,Wet1,Native,2023
Distichlis_spicata,2,Wet1,Native,2023
Psilocarphus_brevissimus,15,Wet1,Native,2023
Crassula_aquatica,4,Wet1,Native,2023
Eleocharis_macrostachya,12,Wet1,Native,2023
Juncus_phaeocephalus,50,Wet1,Native,2023
Eryngium_vaseyi,6,Wet1,Native,2023
Juncus_phaeocephalus,20,Wet1,Native,2023
Eleocharis_macrostachya,1,Wet1,Native,2023
Psilocarphus_brevissimus,6,Wet1,Native,2023
Symphyotrichum_subulatum,1,Wet1,Native,2023
rumex_salicifolius,1,Wet1,Native,2023
Helminthotheca_echioides,3,Wet1,Exotic,2023
Centaurium_tenuiflorum,12,Wet1,Exotic,2023
Festuca_perennis,75,Wet1,Exotic,2023
Melilotus_indicus,2,Wet1,Exotic,2023
Sonchus_asper,1,Wet1,Exotic,2023
Brachypodium_distachyon,1,Wet1,Exotic,2023
Medicago_polymorpha,10,Wet1,Exotic,2023
Bromus_hordeaceus,6,Wet1,Exotic,2023
Hypochaeris_glabra,1,Wet1,Exotic,2023
Cotula_coronopifolia,3,Wet1,Exotic,2023
Polypogon_monspeliensis,20,Wet1,Exotic,2023
Polypogon_monspeliensis,12,Wet1,Exotic,2023
Polypogon_monspeliensis,20,Wet1,Exotic,2023
Centaurium_tenuiflorum,1,Wet1,Exotic,2023
Cotula_coronopifolia,1,Wet1,Exotic,2023
Polypogon_monspeliensis,6,Wet1,Exotic,2023
Cotula_coronopifolia,1,Wet1,Exotic,2023
Polypogon_monspeliensis,35,Wet1,Exotic,2023
Centaurium_tenuiflorum,5,Wet1,Exotic,2023
Lythrum_hyssopifolia,3,Wet1,Exotic,2023
Hordeum_marinum,1,Wet1,Exotic,2023
Polypogon_monspeliensis,3,Wet1,Exotic,2023
Polypogon_monspeliensis,7,Wet1,Exotic,2023
Polypogon_monspeliensis,7,Wet1,Exotic,2023
Cotula_coronopifolia,1,Wet1,Exotic,2023
Melilotus_indicus,20,Wet1,Exotic,2023
Medicago_polymorpha,5,Wet1,Exotic,2023
Helminthotheca_echioides,4,Wet1,Exotic,2023
Plantago_lanceolata,2,Wet1,Exotic,2023
Centaurium_tenuiflorum,8,Wet1,Exotic,2023
Festuca_perennis,5,Wet1,Exotic,2023
Polypogon_monspeliensis,20,Wet1,Exotic,2023
Vicia_villosa,1,Wet1,Exotic,2023
Bromus_hordeaceus,1,Wet1,Exotic,2023
Lythrum_hyssopifolia,1,Wet1,Exotic,2023
Hypochaeris_glabra,1,Wet1,Exotic,2023
Bare Ground,103,Wet1,Other,2023
Natural Thatch,23,Wet1,Other,2023
Mowed Thatch,2,Wet1,Other,2023
Juncus_phaeocephalus,40,Wet2,Native,2023
Eleocharis_macrostachya,1,Wet2,Native,2023
Psilocarphus_brevissimus,12,Wet2,Native,2023
Eryngium_vaseyi,5,Wet2,Native,2023
Juncus_bufonius,1,Wet2,Native,2023
Juncus_phaeocephalus,95,Wet2,Native,2023
Eryngium_vaseyi,5,Wet2,Native,2023
Eleocharis_macrostachya,3,Wet2,Native,2023
Stipa_pulchra,8,Wet2,Native,2023
Distichlis_spicata,1,Wet2,Native,2023
Juncus_bufonius,3,Wet2,Native,2023
Spergularia_marina,5,Wet2,Native,2023
Stipa_pulchra,1,Wet2,Native,2023
Epilobium_brachycarpum,1,Wet2,Native,2023
Juncus_bufonius,3,Wet2,Native,2023
Juncus_phaeocephalus,98,Wet2,Native,2023
Eryngium_vaseyi,7,Wet2,Native,2023
Distichlis_spicata,3,Wet2,Native,2023
Juncus_bufonius,28,Wet2,Native,2023
Spergularia_marina,5,Wet2,Native,2023
Stipa_pulchra,2,Wet2,Native,2023
